1100	0
1101	0
1101	0
1102	0
1103	0
1103	0
1104	0
1105	0
1106	0
1107	0
1107	0
1108	0
1109	0
1313	1
1314	2
1314	1
1315	2
1315	1
1315	2
1316	1
1316	2
1316	1
1317	2
1318	1
1318	2
1318	1
1318	2
1319	1
1319	2
1319	1
1320	2
1320	1
1321	2
1321	1
1321	2
1322	1
1322	2
1322	1
1323	2
1528	3
1528	4
1529	3
1529	4
1529	3
1529	4
1530	3
1530	4
1531	3
1531	4
1532	3
1532	4
1532	3
1532	4
1533	3
1533	4
1534	3
1534	4
1535	3
1535	4
1535	3
1535	4
1536	3
1536	4
1537	3
1537	4
1742	5
1742	6
1742	7
1743	5
1743	6
1743	7
1743	5
1743	6
1744	7
1744	5
1744	6
1744	7
1745	5
1745	6
1745	7
1746	5
1746	6
1746	7
1746	5
1746	6
1746	7
1747	5
1747	6
1747	7
1748	5
1748	6
1748	7
1750	5
1750	6
1750	7
1750	5
1750	6
1750	7
1751	5
1751	6
1751	7
1751	5
1751	6
1751	7
1956	8
1956	9
1956	10
1957	8
1957	9
1957	10
1957	8
1957	9
1957	10
1958	8
1958	9
1958	10
1959	8
1959	9
1959	10
1960	8
1960	9
1960	10
1960	8
1960	9
1960	10
1961	8
1961	9
1961	10
1962	8
1962	9
1962	10
1964	8
1964	9
1964	10
1964	8
1964	9
1965	10
1965	8
1965	9
1965	10
1965	8
1965	9
1965	10
2100	0
2100	0
2156	11
2156	12
2157	11
2157	12
2158	11
2158	12
2158	11
2158	12
2159	11
2159	12
2160	11
2160	12
2160	11
2160	12
2161	11
2161	12
2162	11
2162	12
2164	11
2164	12
2164	11
2164	12
2165	11
2165	12
2165	11
2165	12
2170	13
2170	14
2170	15
2171	13
2171	14
2171	15
2171	13
2171	14
2171	15
2172	13
2172	14
2172	15
2173	13
2173	14
2173	15
2174	13
2174	14
2174	15
2174	13
2174	14
2174	15
2175	13
2175	14
2175	15
2176	13
2176	14
2176	15
2178	13
2178	14
2178	15
2178	13
2178	14
2178	15
2179	13
2179	14
2179	15
2179	13
2179	14
2180	15
2313	1
2314	2
2314	1
2314	2
2370	16
2370	17
2370	18
2371	16
2371	17
2371	18
2371	16
2371	17
2371	18
2371	19
2372	20
2372	16
2372	17
2372	18
2373	16
2373	17
2373	18
2374	16
2374	17
2374	18
2374	16
2374	17
2375	18
2375	16
2375	17
2375	18
2376	16
2376	17
2376	18
2378	16
2378	17
2378	18
2378	16
2378	17
2378	18
2379	16
2379	17
2379	18
2379	16
2379	17
2379	18
2384	19
2384	20
2384	21
2384	22
2384	23
2384	24
2385	19
2385	20
2385	21
2385	22
2385	23
2385	24
2385	21
2386	22
2386	23
2386	19
2386	20
2386	21
2386	22
2386	23
2386	24
2387	19
2387	20
2387	21
2387	22
2387	23
2387	24
2388	19
2388	20
2388	21
2388	22
2388	23
2388	24
2389	19
2389	20
2389	21
2389	22
2389	23
2389	24
2389	19
2389	20
2390	21
2390	22
2390	23
2390	24
2390	19
2390	20
2390	21
2390	22
2390	23
2391	24
2392	19
2392	20
2392	21
2392	22
2392	23
2392	24
2392	19
2393	20
2393	21
2393	22
2393	23
2393	24
2393	19
2393	20
2393	21
2394	22
2394	23
2394	24
2394	19
2394	20
2394	21
2394	22
2394	23
2394	24
2528	3
2528	4
2528	3
2528	4
2584	25
2584	26
2584	27
2585	25
2585	26
2585	27
2585	24
2585	25
2585	26
2585	27
2586	28
2586	29
2586	30
2586	31
2586	32
2586	25
2586	26
2586	27
2587	25
2587	26
2587	27
2588	25
2588	26
2588	27
2588	25
2588	26
2588	27
2589	25
2589	26
2589	27
2590	25
2590	26
2590	27
2592	25
2592	26
2592	27
2592	25
2592	26
2592	27
2593	25
2593	26
2593	27
2593	25
2593	26
2593	27
2598	28
2598	29
2598	30
2598	31
2598	32
2598	33
2598	34
2598	35
2598	36
2599	28
2599	29
2599	30
2599	31
2599	32
2599	33
2599	34
2599	35
2599	36
2600	28
2600	29
2600	30
2600	31
2600	32
2600	33
2600	34
2600	35
2600	36
2601	33
2601	34
2601	35
2601	28
2601	29
2601	30
2601	31
2602	32
2602	33
2602	34
2602	35
2602	36
2602	28
2602	29
2602	30
2602	31
2603	32
2603	33
2603	34
2603	35
2603	36
2603	28
2603	29
2603	30
2603	31
2604	32
2604	33
2604	34
2604	35
2604	36
2604	28
2604	29
2604	30
2604	31
2605	32
2605	33
2605	34
2605	35
2605	36
2605	28
2605	29
2605	30
2605	31
2606	32
2606	33
2606	34
2606	35
2606	36
2606	28
2606	29
2606	30
2606	31
2607	32
2607	33
2607	34
2607	35
2607	36
2607	28
2607	29
2607	30
2607	31
2608	32
2608	33
2608	34
2608	35
2608	36
2608	28
2608	29
2608	30
2608	31
2609	32
2609	33
2609	34
2609	35
2609	36
2609	28
2609	29
2609	30
2609	31
2610	32
2610	33
2610	34
2610	35
2610	36
2742	5
2742	6
2742	7
2743	5
2743	6
2743	7
2798	37
2798	38
2798	39
2798	40
2798	41
2798	42
2799	37
2799	38
2799	39
2799	40
2799	41
2799	42
2799	36
2800	37
2800	38
2800	39
2800	40
2800	41
2800	42
2800	43
2800	44
2800	45
2800	46
2800	47
2801	48
2801	49
2801	50
2801	37
2801	38
2801	39
2801	40
2801	41
2801	42
2802	37
2802	38
2802	39
2802	40
2802	41
2802	42
2803	37
2803	38
2803	39
2803	40
2803	41
2803	42
2803	37
2803	38
2803	39
2804	40
2804	41
2804	42
2804	37
2804	38
2804	39
2804	40
2804	41
2804	42
2805	37
2805	38
2805	39
2805	40
2805	41
2805	42
2806	37
2806	38
2806	39
2806	40
2806	41
2806	42
2807	37
2807	38
2807	39
2807	40
2807	41
2807	42
2807	37
2807	38
2807	39
2808	40
2808	41
2808	42
2808	37
2808	38
2808	39
2808	40
2808	41
2809	42
2812	43
2812	44
2812	45
2812	46
2812	47
2812	48
2812	49
2812	50
2812	51
2813	52
2813	53
2813	54
2813	43
2813	44
2813	45
2813	46
2813	47
2814	48
2814	49
2814	50
2814	51
2814	52
2814	53
2814	54
2814	43
2814	44
2814	45
2815	46
2815	47
2815	48
2815	49
2815	50
2815	51
2815	52
2815	53
2815	54
2816	43
2816	44
2816	45
2816	46
2816	47
2816	48
2816	49
2816	50
2816	51
2816	52
2817	53
2817	54
2817	43
2817	44
2817	45
2817	46
2817	47
2817	48
2817	49
2818	50
2818	51
2818	52
2818	53
2818	54
2818	43
2818	44
2818	45
2818	46
2819	47
2819	48
2819	49
2819	50
2819	51
2819	52
2819	53
2819	54
2820	43
2820	44
2820	45
2820	46
2820	47
2820	48
2820	49
2820	50
2820	51
2820	52
2820	53
2820	54
2821	43
2821	44
2821	45
2821	46
2821	47
2821	48
2821	49
2821	50
2821	51
2822	52
2822	53
2822	54
2822	43
2822	44
2822	45
2822	46
2822	47
2822	48
2823	49
2823	50
2823	51
2823	52
2823	53
2823	54
2823	51
2823	52
2824	53
2824	43
2824	44
2824	45
2824	46
2824	47
2824	48
2824	49
2824	50
2824	51
2825	52
2825	53
2825	54
2825	43
2825	44
2825	45
2825	46
2825	47
2825	48
2826	49
2826	50
2826	51
2826	52
2826	53
2826	54
2826	43
2826	44
2827	45
2827	46
2827	47
2827	48
2827	49
2827	50
2827	51
2827	52
2827	53
2827	54
2956	8
2956	9
2956	10
2957	8
2957	9
2957	10
3012	55
3012	56
3012	57
3012	58
3012	59
3012	60
3012	61
3012	62
3012	63
3013	55
3013	56
3013	57
3013	58
3013	59
3013	60
3013	61
3013	62
3013	63
3014	54
3014	55
3014	56
3014	57
3014	58
3014	59
3014	60
3014	61
3015	62
3015	63
3015	64
3015	65
3015	66
3015	67
3015	68
3015	69
3015	70
3015	71
3015	72
3015	73
3016	74
3016	75
3016	76
3016	77
3016	55
3016	56
3016	57
3016	58
3017	59
3017	60
3017	61
3017	62
3017	63
3017	64
3017	65
3017	55
3017	56
3018	57
3018	58
3018	59
3018	60
3018	61
3018	62
3018	63
3018	55
3018	56
3019	57
3019	58
3019	59
3019	60
3019	61
3019	62
3019	63
3019	55
3019	56
3020	57
3020	58
3020	59
3020	60
3020	61
3020	62
3020	63
3020	55
3021	56
3021	57
3021	58
3021	59
3021	60
3021	61
3021	62
3021	63
3021	64
3021	65
3022	55
3022	56
3022	57
3022	58
3022	59
3022	60
3022	61
3022	62
3022	63
3023	55
3023	56
3023	57
3023	58
3023	59
3023	60
3023	61
3023	62
3023	63
3024	55
3024	56
3024	57
3024	58
3024	59
3024	60
3024	61
3024	62
3024	63
3025	55
3025	56
3025	57
3025	58
3025	59
3025	60
3025	61
3025	62
3025	63
3026	55
3026	56
3026	57
3026	58
3026	59
3026	60
3026	61
3026	62
3026	63
3027	64
3027	65
3027	66
3027	67
3027	68
3027	69
3027	70
3027	71
3027	72
3027	73
3028	74
3028	75
3028	76
3028	77
3028	78
3028	79
3028	80
3028	81
